"","package_name","package_version","package_title"
"10050","simexaft","1.0.7","simexaft"
"10051","simFrame","0.5.3","Simulation framework"
"10052","simglm","0.6.0","Simulate Models Based on the Generalized Linear Model"
"10053","SimHaz","0.1","Simulated Survival and Hazard Analysis for Time-Dependent
Exposure"
"10054","SimilarityMeasures","1.4","Trajectory Similarity Measures"
"10055","Simile","1.3.3","Interact with Simile Models"
"10056","SimInf","5.1.0","A Framework for Data-Driven Stochastic Disease Spread
Simulations"
"10057","simLife","0.3","Simulation of Fatigue Lifetimes"
"10058","simmer","3.6.4","Discrete-Event Simulation for R"
"10059","simmer.plot","0.1.12","Plotting Methods for 'simmer'"
"10060","simMP","0.17.3","Simulate Somatic Mutations in Cancer Genomes from Mutational
Processes"
"10061","simmr","0.3","A Stable Isotope Mixing Model"
"10062","SIMMS","1.1.1","Subnetwork Integration for Multi-Modal Signatures"
"10063","simMSM","1.1.41","Simulation of Event Histories for Multi-State Models"
"10064","SimMultiCorrData","0.2.1","Simulation of Correlated Data with Multiple Variable Types"
"10065","simPATHy","0.2","A Method for Simulating Data from Perturbed Biological Pathways"
"10066","simPH","1.3.10","Tools for Simulating and Plotting Quantities of Interest
Estimated from Cox Proportional Hazards Models"
"10067","SimPhe","0.1.1","Tools to Simulate Phenotype(s) with Epistatic Interaction"
"10068","simpleboot","1.1-3","Simple Bootstrap Routines"
"10069","simpleCache","0.3.1","Simply Caching R Objects"
"10070","simplegraph","1.0.0","Simple Graph Data Types and Basic Algorithms"
"10071","simpleNeural","0.1.1","An Easy to Use Multilayer Perceptron"
"10072","simpleRCache","0.3.2","Simple R Cache"
"10073","simpleSetup","0.1.0","Set Up R Source Code Files for Use on Multiple Machines"
"10074","SimpleTable","0.1-2","Bayesian Inference and Sensitivity Analysis for Causal Effects
from 2 x 2 and 2 x 2 x K Tables in the Presence of Unmeasured
Confounding"
"10075","simplexreg","1.3","Regression Analysis of Proportional Data Using Simplex
Distribution"
"10076","SimplicialCubature","1.2","Integration of Functions Over Simplices"
"10077","simplr","0.1-1","Basic Symbolic Expression Simplification"
"10078","simPop","1.0.0","Simulation of Synthetic Populations for Survey Data Considering
Auxiliary Information"
"10079","Simpsons","0.1.0","Detecting Simpson's Paradox"
"10080","simputation","0.2.2","Simple Imputation"
"10081","simr","1.0.3","Power Analysis for Generalised Linear Mixed Models by Simulation"
"10082","SimRAD","0.96","Simulations to Predict the Number of RAD and GBS Loci"
"10083","SimReg","3.0","Similarity Regression"
"10084","simrel","1.0-1","Linear Model Data Simulation and Design of Computer Experiments"
"10085","SiMRiv","1.0.2","Simulating Multistate Movements in River/Heterogeneous
Landscapes"
"10086","SimRVPedigree","0.1.0","Simulate Pedigrees Ascertained for a Rare Disease"
"10087","simsalapar","1.0-9","Tools for Simulation Studies in Parallel"
"10088","SimSCRPiecewise","0.1.1","'Simulates Univariate and Semi-Competing Risks Data Given
Covariates and Piecewise Exponential Baseline Hazards'"
"10089","simsem","0.5-13","SIMulated Structural Equation Modeling"
"10090","SimSeq","1.4.0","Nonparametric Simulation of RNA-Seq Data"
"10091","simstudy","0.1.7","Simulation of Study Data"
"10092","simSummary","0.1.0","Simulation summary"
"10093","simsurv","0.1.0","Simulate Survival Data"
"10094","simtimer","3.0.0","Datetimes as Integers for Discrete-Event Simulations"
"10095","SimTimeVar","1.0.0","Simulate Longitudinal Dataset with Time-Varying Correlated
Covariates"
"10096","simTool","1.0.3","Conduct Simulation Studies with a Minimal Amount of Source Code."
"10097","SimuChemPC","1.3","Simulation process of 4 selection methods in predicting chemical
potent compounds"
"10098","simulator","0.2.0","An Engine for Running Simulations"
"10099","simule","1.2.0","A Constrained L1 Minimization Approach for Estimating Multiple
Sparse Gaussian or Nonparanormal Graphical Models"
"10100","SimultAnR","1.1","Correspondence and Simultaneous Analysis"
"10101","SIN","0.6","A SINful Approach to Selection of Gaussian Graphical Markov
Models"
"10102","sinaplot","1.1.0","An Enhanced Chart for Simple and Truthful Representation of
Single Observations over Multiple Classes"
"10103","sinew","0.3.5.1","Create 'roxygen2' Skeleton with Information from Function Script"
"10104","sinib","1.0.0","Sum of Independent Non-Identical Binomial Random Variables"
"10105","SinIW","0.2","The SinIW Distribution"
"10106","siplab","1.2","Spatial Individual-Plant Modelling"
"10107","sirad","2.3-3","Functions for Calculating Daily Solar Radiation and
Evapotranspiration"
"10108","siRSM","1.1","Single-Index Response Surface Models"
"10109","sirt","2.3-57","Supplementary Item Response Theory Models"
"10110","SIS","0.8-4","Sure Independence Screening"
"10111","sisal","0.46","Sequential Input Selection Algorithm"
"10112","SISIR","0.1","Sparse Interval Sliced Inverse Regression"
"10113","sisus","3.9-13","SISUS: Stable Isotope Sourcing using Sampling"
"10114","sisVIVE","1.4","Some Invalid Some Valid Instrumental Variables Estimator"
"10115","sitar","1.0.10","Super Imposition by Translation and Rotation Growth Curve
Analysis"
"10116","sitmo","1.2.2","Parallel Pseudo Random Number Generator (PPRNG) 'sitmo' Header
Files"
"10117","sitools","1.4","Format a number to a string with SI prefix"
"10118","sitree","0.1-2","Single Tree Simulator"
"10119","sitreeE","0.0-1","Sitree Extensions"
"10120","sivipm","1.1-3","Sensitivity Indices with Dependent Inputs"
"10121","SixSigma","0.9-51","Six Sigma Tools for Quality Control and Improvement"
"10122","SizeEstimation","1.1.1","Estimating the Sizes of Populations at Risk of HIV Infection
from Multiple Data Sources Using a Bayesian Hierarchical Model"
"10123","sizeMat","0.3.0","Estimate Size at Sexual Maturity"
"10124","SiZer","0.1-4","SiZer: Significant Zero Crossings"
"10125","sjdbc","1.6.0","JDBC Driver Interface"
"10126","sjlabelled","1.0.5","Labelled Data Utility Functions"
"10127","sjmisc","2.6.3","Data and Variable Transformation Functions"
"10128","sjPlot","2.4.0","Data Visualization for Statistics in Social Science"
"10129","sjstats","0.13.0","Collection of Convenient Functions for Common Statistical
Computations"
"10130","SKAT","1.3.2.1","SNP-Set (Sequence) Kernel Association Test"
"10131","skda","0.1","Sparse (Multicategory) Kernel Discriminant Analysis"
"10132","skeleSim","0.9.8","Genetic Simulation Engine"
"10133","skeletor","1.0.4","An R Package Skeleton Generator"
"10134","skellam","0.2.0","Densities and Sampling for the Skellam Distribution"
"10135","SkewHyperbolic","0.3-2","The Skew Hyperbolic Student t-Distribution"
"10136","skewt","0.1","The Skewed Student-t Distribution"
"10137","Skillings.Mack","1.10","The Skillings-Mack Test Statistic for Block Designs with Missing
Observations"
"10138","skimr","1.0","Compact and Flexible Summaries of Data"
"10139","skm","0.1.5.4","Selective k-Means"
"10140","skmeans","0.2-11","Spherical k-Means Clustering"
"10141","skpr","0.40.1","Design of Experiments Suite: Generate and Evaluate Optimal
Designs"
"10142","Sky","1.0","Canopy Openness Analyzer Package"
"10143","skyscapeR","0.2.2","Skyscape Archaeology Data Reduction, Visualization and Analysis"
"10144","SkyWatchr","0.8-2","Search and Download Satellite Imagery using the SkyWatch API"
"10145","sla","0.1","Two-Group Straight Line ANCOVA"
"10146","slackr","1.4.2","Send Messages, Images, R Objects and Files to 'Slack'
Channels/Users"
"10147","slam","0.1-42","Sparse Lightweight Arrays and Matrices"
"10148","SLC","0.3","Slope and level change"
"10149","sld","0.3.2","Estimation and Use of the Quantile-Based Skew Logistic
Distribution"
"10150","SLDAssay","1.8","Software for Analyzing Limiting Dilution Assays"
"10151","sleekts","1.0.2","4253H, Twice Smoothing"
"10152","Sleuth2","2.0-4","Data Sets from Ramsey and Schafer's ""Statistical Sleuth (2nd
Ed)"""
"10153","Sleuth3","1.0-2","Data Sets from Ramsey and Schafer's ""Statistical Sleuth (3rd
Ed)"""
"10154","slfm","0.2.2","Tools for Fitting Sparse Latent Factor Model"
"10155","SLHD","2.1-1","Maximin-Distance (Sliced) Latin Hypercube Designs"
"10156","SLICER","0.2.0","Selective Locally Linear Inference of Cellular Expression
Relationships"
"10157","slickR","0.2.2","Create Interactive Carousels with the JavaScript 'Slick' Library"
"10158","slim","0.1.1","Singular Linear Models for Longitudinal Data"
"10159","slimrec","0.1.0","Sparse Linear Method to Predict Ratings and Top-N
Recommendations"
"10160","SLOPE","0.1.3","Sorted L1 Penalized Estimation (SLOPE)"
"10161","slowraker","0.1.1","A Slow Version of the Rapid Automatic Keyword Extraction (RAKE)
Algorithm"
"10162","slp","1.0-5","Discrete Prolate Spheroidal (Slepian) Sequence Regression
Smoothers"
"10163","sm","2.2-5.4","Smoothing methods for nonparametric regression and density<U+000a>estimation"
"10164","smaa","0.2-5","Stochastic Multi-Criteria Acceptability Analysis"
"10165","smac","1.0","Sparse Multi-category Angle-Based Large-Margin Classifiers"
"10166","smacof","1.9-6","Multidimensional Scaling"
"10167","smacpod","1.4.1","Statistical Methods for the Analysis of Case-Control Point Data"
"10168","smallarea","0.1","Fits a Fay Herriot Model"
"10169","smam","0.3-0","Statistical Modeling of Animal Movements"
"10170","smapr","0.1.1","Acquisition and Processing of NASA Soil Moisture Active-Passive
(SMAP) Data"
"10171","smart","1.0.1","Sparse Multivariate Analysis via Rank Transformation"
"10172","SmarterPoland","1.7","Tools for Accessing Various Datasets Developed by the Foundation
SmarterPoland.pl"
"10173","SmartSifter","0.1.0","Online Unsupervised Outlier Detection Using Finite Mixtures with
Discounting Learning Algorithms"
"10174","SmartSVA","0.1.3","Fast and Robust Surrogate Variable Analysis"
"10175","smatr","3.4-3","(Standardised) Major Axis Estimation and Testing Routines"
"10176","smbinning","0.5","Scoring Modeling and Optimal Binning"
"10177","SMC","1.1","Sequential Monte Carlo (SMC) Algorithm"
"10178","smcfcs","1.3.0","Multiple Imputation of Covariates by Substantive Model
Compatible Fully Conditional Specification"
"10179","smco","0.1","A simple Monte Carlo optimizer using adaptive coordinate
sampling"
"10180","SMCP","1.1.3","Smoothed minimax concave penalization (SMCP) method for
genome-wide association studies."
"10181","SMCRM","0.0-3","Data Sets for Statistical Methods in Customer Relationship
Management by Kumar and Petersen (2012)."
"10182","smcure","2.0","Fit Semiparametric Mixture Cure Models"
"10183","smcUtils","0.2.2","Utility functions for sequential Monte Carlo"
"10184","smdata","1.1","Data to accompany Smithson & Merkle, 2013"
"10185","smdc","0.0.2","Document Similarity"
"10186","smds","1.0","Symbolic Multidimensional Scaling"
"10187","sme","0.8","Smoothing-splines Mixed-effects Models"
"10188","smerc","0.2.2","Statistical Methods for Regional Counts"
"10189","SMFI5","1.0","R functions and data from Chapter 5 of 'Statistical Methods for
Financial Engineering'"
"10190","smfsb","1.1","SMfSB 2e: Stochastic Modelling for Systems Biology, second
edition"
"10191","SMIR","0.02","Companion to Statistical Modelling in R"
"10192","smirnov","1.0-1","Provides two taxonomic coefficients from E. S. Smirnov
""Taxonomic analysis"" (1969) book"
"10193","Smisc","0.3.9","Sego Miscellaneous"
"10194","SmithWilsonYieldCurve","1.0.1","Smith-Wilson Yield Curve Construction"
"10195","SMLoutliers","0.1","Outlier Detection Using Statistical and Machine Learning Methods"
"10196","SMM","1.0.1","Simulation and Estimation of Multi-State Discrete-Time
Semi-Markov and Markov Models"
"10197","SMMA","1.0.1","Soft Maximin Estimation for Large Scale Array-Tensor Models"
"10198","SMNCensReg","3.0","Fitting Univariate Censored Regression Model Under the Family of
Scale Mixture of Normal Distributions"
"10199","smnet","2.1.1","Smoothing for Stream Network Data"
"10200","smoof","1.5.1","Single and Multi-Objective Optimization Test Functions"
"10201","smooth","2.3.0","Forecasting Using Smoothing Functions"
"10202","smoothAPC","0.2","Smoothing of Two-Dimensional Demographic Data, Optionally Taking
into Account Period and Cohort Effects"
"10203","smoother","1.1","Functions Relating to the Smoothing of Numerical Data"
"10204","SmoothHazard","1.4.1","Estimation of Smooth Hazard Models for Interval-Censored Data
with Applications to Survival and Illness-Death Models"
"10205","smoothHR","1.0.2","Smooth Hazard Ratio Curves Taking a Reference Value"
"10206","smoothie","1.0-1","Two-dimensional Field Smoothing"
"10207","smoothmest","0.1-2","Smoothed M-estimators for 1-dimensional location"
"10208","smoothSurv","2.0","Survival Regression with Smoothed Error Distribution"
"10209","smoothtail","2.0.5","Smooth Estimation of GPD Shape Parameter"
"10210","SmoothWin","1.0.0","Soft Windowing on Linear Regression"
"10211","smotefamily","1.1","A Collection of Oversampling Techniques for Class Imbalance
Problem Based on SMOTE"
"10212","smpic","0.1.0","Creates Images Sized for Social Media"
"10213","SMPracticals","1.4-2","Practicals for use with Davison (2003) Statistical Models"
"10214","SMR","2.0.1","Externally Studentized Midrange Distribution"
"10215","sms","2.3.1","Spatial Microsimulation"
"10216","smss","1.0-2","Datasets for Agresti and Finlay's ""Statistical Methods for the
Social Sciences"""
"10217","SMVar","1.3.3","Structural Model for variances"
"10218","sn","1.5-1","The Skew-Normal and Related Distributions Such as the Skew-t"
"10219","sna","2.4","Tools for Social Network Analysis"
"10220","snakecase","0.5.1","Convert Strings into any Case"
"10221","SnakeCharmR","1.0.7","R and Python Integration"
"10222","snapshot","0.1.2","Gadget N-body cosmological simulation code snapshot I/O
utilities"
"10223","SNFtool","2.2.1","Similarity Network Fusion"
"10224","snht","1.0.5","Standard Normal Homogeneity Test"
"10225","snipEM","1.0","Snipping methods for robust estimation and clustering"
"10226","snn","1.1","Stabilized Nearest Neighbor Classifier"
"10227","snnR","1.0","Sparse Neural Networks for Genomic Selection in Animal Breeding"
"10228","snow","0.4-2","Simple Network of Workstations"
"10229","SnowballC","0.5.1","Snowball stemmers based on the C libstemmer UTF-8 library"
"10230","snowboot","0.5.2","Bootstrap Methods for Network Inference"
"10231","snowfall","1.84-6.1","Easier cluster computing (based on snow)."
"10232","snowflakes","1.0.0","Random Snowflake Generator"
"10233","snowFT","1.6-0","Fault Tolerant Simple Network of Workstations"
"10234","snp.plotter","0.5.1","snp.plotter"
"10235","snpar","1.0","Supplementary Non-parametric Statistics Methods"
"10236","SNPassoc","1.9-2","SNPs-based whole genome association studies"
"10237","snpEnrichment","1.7.0","SNPs Enrichment Analysis"
"10238","SNPknock","0.5","Knockoffs for Hidden Markov Models and Genomic Data"
"10239","snplist","0.18.1","Tools to Create Gene Sets"
"10240","sNPLS","0.3.0","NPLS Regression with L1 Penalization"
"10241","SNPmaxsel","1.0-3","Maximally selected statistics for SNP data"
"10242","SNPMClust","1.3","Bivariate Gaussian Genotype Clustering and Calling for Illumina
Microarrays"
"10243","snpReady","0.9.4","Preparing Genotypic Datasets in Order to Run Genomic Analysis"
"10244","snpRF","0.4","Random Forest for SNPs to Prevent X-chromosome SNP Importance
Bias"
"10245","snpStatsWriter","1.5-6","Flexible writing of snpStats objects to flat files"
"10246","SNPtools","1.1","Accessing, subsetting and plotting mouse SNPs."
"10247","sns","1.1.2","Stochastic Newton Sampler (SNS)"
"10248","SNscan","1.0","Scan Statistics in Social Networks"
"10249","SNSequate","1.3.1","Standard and Nonstandard Statistical Models and Methods for Test
Equating"
"10250","SOAR","0.99-11","Memory management in R by delayed assignments"
"10251","SobolSequence","1.0","Sobol Sequences with Better Two-Dimensional Projections"
"10252","soc.ca","0.7.3","Specific Correspondence Analysis for the Social Sciences"
"10253","social","1.0","Social Autocorrelation"
"10254","SocialMediaLab","0.23.2","Tools for Collecting Social Media Data and Generating Networks
for Analysis"
"10255","SocialMediaMineR","0.4","A Social Media Search and Analytic Tool"
"10256","SocialNetworks","1.1","Generates social networks based on distance."
"10257","SocialPosition","1.0.1","Social Position Indicators Construction Toolbox"
"10258","SOD","1.0","SOD for multidimensional scaling."
"10259","SoDA","1.0-6","Functions and Examples for ""Software for Data Analysis"""
"10260","sodavis","1.0","SODA: Main and Interaction Effects Selection for Logistic
Regression, Quadratic Discriminant and General Index Models"
"10261","SODC","1.0","Optimal Discriminant Clustering(ODC) and Sparse Optimal
Discriminant Clustering(SODC)"
"10262","sodium","1.1","A Modern and Easy-to-Use Crypto Library"
"10263","sofa","0.2.0","Connector to 'CouchDB'"
"10264","Sofi","0.16.4.8","Interfaz interactiva con fines didacticos"
"10265","SOFIA","1.0","Making Sophisticated and Aesthetical Figures in R"
"10266","softclassval","1.0-20160527","Soft Classification Performance Measures"
"10267","SoftClustering","1.1502","Soft Clustering Algorithms"
"10268","softermax","0.3.0","Read Exported Data from 'SoftMax Pro'"
"10269","softImpute","1.4","Matrix Completion via Iterative Soft-Thresholded SVD"
"10270","softmaxreg","1.2","Training Multi-Layer Neural Network for Softmax Regression and
Classification"
"10271","SOIL","1.1","Sparsity Oriented Importance Learning"
"10272","soil.spec","2.1.4","Soil Spectroscopy Tools and Reference Models"
"10273","soilcarbon","1.2.0","Tools to Analyze Soil Carbon Database Created by Powell Center
Working Group"
"10274","soilDB","1.8.14","Soil Database Interface"
"10275","soilphysics","3.1","Soil Physical Analysis"
"10276","soilprofile","1.0","A package to consistently represent soil properties along a soil
profile"
"10277","SoilR","1.1-23","Models of Soil Organic Matter Decomposition"
"10278","soiltexture","1.4.1","Functions for Soil Texture Plot, Classification and
Transformation"
"10279","soilwater","1.0.5","Implementation of Parametric Formulas for Soil Water Retention
or Conductivity Curve"
"10280","solaR","0.44","Radiation and Photovoltaic Systems"
"10281","solarius","0.3.0.2","An R Interface to SOLAR"
"10282","solarPos","1.0","Solar Position Algorithm for Solar Radiation Applications"
"10283","solidearthtide","1.0.2","Solid Earth Tide Computation"
"10284","SOLOMON","1.0-1","Parentage analysis"
"10285","solr","0.1.6","General Purpose R Interface to Solr"
"10286","solrium","1.0.0","General Purpose R Interface to 'Solr'"
"10287","solvebio","2.2.0","The Official SolveBio API Client"
"10288","som","0.3-5.1","Self-Organizing Map"
"10289","som.nn","1.1.0","Topological k-NN Classifier Based on Self-Organising Maps"
"10290","soma","1.1.1","General-Purpose Optimisation With the Self-Organising Migrating
Algorithm"
"10291","SOMbrero","1.2-2","SOM Bound to Realize Euclidean and Relational Outputs"
"10292","somebm","0.1","some Brownian motions simulation functions"
"10293","someKfwer","1.2","Controlling the Generalized Familywise Error Rate"
"10294","someMTP","1.4.1","Some Multiple Testing Procedures"
"10295","sommer","3.1","Solving Mixed Model Equations in R"
"10296","somplot","1.6.4","Visualisation of hexagonal Kohonen maps"
"10297","sonar","1.0.2","Fundamental Formulas for Sonar"
"10298","sonicLength","1.4.4","Estimating Abundance of Clones from DNA fragmentation data"
"10299","sonify","0.0-1","Data Sonification - Turning Data into Sound"
"10300","soobench","1.0-73","Single Objective Optimization Benchmark Functions"
"10301","sophisthse","0.7.0","Load Russian Economic Indicators from the Archive of Economic
and Social Data"
"10302","SOPIE","1.5","Non-Parametric Estimation of the Off-Pulse Interval of a Pulsar"
"10303","soptdmaeA","1.0.0","Sequential Optimal Designs for Two-Colour cDNA Microarray
Experiments"
"10304","soql","0.1.1","Helps Make Socrata Open Data API Calls"
"10305","SOR","0.23.0","Estimation using Sequential Offsetted Regression"
"10306","SorptionAnalysis","0.1.0","Static Adsorption Experiment Plotting and Analysis"
"10307","SortableHTMLTables","0.1-3","Turns a data frame into an HTML file containing a sortable
table."
"10308","sortinghat","0.1","sortinghat"
"10309","sorvi","0.7.26","Finnish Open Government Data Toolkit"
"10310","sos","2.0-0","Search Contributed R Packages, Sort by Package"
"10311","sos4R","0.2-11","An R client for the OGC Sensor Observation Service"
"10312","sotkanet","0.9.48","Sotkanet Open Data Access and Analysis"
"10313","sotu","1.0.2","United States Presidential State of the Union Addresses"
"10314","sound","1.4.5","A Sound Interface for R"
"10315","soundecology","1.3.2","Soundscape Ecology"
"10316","SoundexBR","1.2","Phonetic-Coding for Portuguese"
"10317","soundgen","1.1.1","Parametric Voice Synthesis"
"10318","SOUP","1.1","Stochastic Ordering Using Permutations (and Pairwise
Comparisons)"
"10319","source.gist","1.0.0","Read R code from a GitHub Gist"
"10320","sourceR","1.0.1","Fits a Non-Parametric Bayesian Source Attribution Model"
"10321","sourcetools","0.1.6","Tools for Reading, Tokenizing and Parsing R Code"
"10322","SoyNAM","1.3","Soybean Nested Association Mapping Dataset"
"10323","sp","1.2-5","Classes and Methods for Spatial Data"
"10324","sp23design","0.9","Design and Simulation of seamless Phase II-III Clinical Trials"
"10325","spa","2.0","Implements The Sequential Predictions Algorithm"
"10326","SPA3G","1.0","SPA3G: R package for the method of Li and Cui (2012)"
"10327","spaa","0.2.2","SPecies Association Analysis"
"10328","SpaCCr","0.1.0","Spatial Convex Clustering"
"10329","space","0.1-1","Sparse PArtial Correlation Estimation"
"10330","SPACECAP","1.1.0","A Program to Estimate Animal Abundance and Density using
Bayesian Spatially-Explicit Capture-Recapture Models"
"10331","spaceExt","1.0","Extension of SPACE"
"10332","spacejam","1.1","Sparse conditional graph estimation with joint additive models."
"10333","spacetime","1.2-1","Classes and Methods for Spatio-Temporal Data"
"10334","spacodiR","0.13.0115","Spatial and Phylogenetic Analysis of Community Diversity"
"10335","spacom","1.0-5","Spatially Weighted Context Data for Multilevel Modelling"
"10336","spacyr","0.9.3","R Wrapper to the spaCy NLP Library"
"10337","SPADAR","1.0","Spherical Projections of Astronomical Data"
"10338","spAddins","0.2.0","A Set of RStudio Addins"
"10339","SpadeR","0.1.1","Species-Richness Prediction and Diversity Estimation with R"
"10340","SpaDES","2.0.0","Develop and Run Spatially Explicit Discrete Event Simulation
Models"
"10341","SpaDES.addins","0.1.0","Development Tools for 'SpaDES' and 'SpaDES' Modules"
"10342","SpaDES.core","0.1.0","Core Utilities for Developing and Running Spatially Explicit
Discrete Event Simulation Models"
"10343","SpaDES.tools","0.1.0","Additional Tools for Developing Spatially Explicit Discrete
Event Simulation (SpaDES) Models"
"10344","spaero","0.2.0","Software for Project AERO"
"10345","spam","2.1-2","SPArse Matrix"
"10346","spam64","2.1-2","64-Bit Extension of the SPArse Matrix R Package 'spam'"
"10347","spaMM","2.2.0","Mixed-Effect Models, Particularly Spatial Models"
"10348","spanel","0.1","Spatial Panel Data Models"
"10349","spant","0.6.0","MR Spectroscopy Analysis Tools"
"10350","SPAr","0.1","Perform rare variants association analysis based on summation of
partition approaches"
"10351","sparc","0.9.0","Semiparametric Generalized Linear Models"
"10352","sparcl","1.0.3","Perform sparse hierarchical clustering and sparse k-means
clustering"
"10353","spareserver","1.0.1","Client Side Load Balancing"
"10354","spark","2.0.0","'Sparklines' in the 'R' Terminal"
"10355","spark.sas7bdat","1.2","Read in 'SAS' Data ('.sas7bdat' Files) into 'Apache Spark'"
"10356","sparkavro","0.1.0","Load Avro File into 'Apache Spark'"
"10357","sparkline","2.0","'jQuery' Sparkline 'htmlwidget'"
"10358","sparklyr","0.6.4","R Interface to Apache Spark"
"10359","sparkTable","1.3.0","Sparklines and Graphical Tables for TeX and HTML"
"10360","sparktex","0.1","Generate LaTeX sparklines in R"
"10361","sparkwarc","0.1.1","Load WARC Files into Apache Spark"
"10362","SPARQL","1.16","SPARQL client"
"10363","sparr","2.1-14","Spatial and Spatiotemporal Relative Risk"
"10364","sparseBC","1.1","Sparse Biclustering of Transposable Data"
"10365","sparsebn","0.0.5","Learning Sparse Bayesian Networks from High-Dimensional Data"
"10366","sparsebnUtils","0.0.5","Utilities for Learning Sparse Bayesian Networks"
"10367","SparseDC","0.1.14","Implementation of SparseDC Algorithm"
"10368","sparsediscrim","0.2.4","Sparse and Regularized Discriminant Analysis"
"10369","sparseEigen","0.1.0","Computation of Sparse Eigenvectors of a Matrix"
"10370","SparseFactorAnalysis","1.0","Scaling Count and Binary Data with Sparse Factor Analysis"
"10371","sparseFLMM","0.2.0","Functional Linear Mixed Models for Irregularly or Sparsely
Sampled Data"
"10372","SparseGrid","0.8.2","Sparse grid integration in R"
"10373","sparseHessianFD","0.3.3.2","Numerical Estimation of Sparse Hessians"
"10374","sparseLDA","0.1-9","Sparse Discriminant Analysis"
"10375","SparseLearner","1.0-2","Sparse Learning Algorithms Using a LASSO-Type Penalty for
Coefficient Estimation and Model Prediction"
"10376","sparseLTSEigen","0.2.0","RcppEigen back end for sparse least trimmed squares regression"
"10377","SparseM","1.77","Sparse Linear Algebra"
"10378","sparseMVN","0.2.1","Multivariate Normal Functions for Sparse Covariance and
Precision Matrices"
"10379","sparsenet","1.2","Fit sparse linear regression models via nonconvex optimization"
"10380","sparsepp","0.2.0","'Rcpp' Interface to 'sparsepp'"
"10381","sparsereg","1.2","Sparse Bayesian Models for Regression, Subgroup Analysis, and
Panel Data"
"10382","sparseSEM","2.5","Sparse-aware Maximum Likelihood for Structural Equation Models"
"10383","sparsestep","1.0.0","SparseStep Regression"
"10384","sparsesvd","0.1-1","Sparse Truncated Singular Value Decomposition (from 'SVDLIBC')"
"10385","sparseSVM","1.1-2","Solution Paths of Sparse Linear Support Vector Machine with
Lasso or ELastic-Net Regularization"
"10386","SparseTSCGM","2.5","Sparse Time Series Chain Graphical Models"
"10387","sparsevar","0.0.10","A Package for Sparse VAR/VECM Estimation"
"10388","sparsio","1.0.0","I/O Operations with Sparse Matrices"
"10389","spartan","3.0.0","Simulation Parameter Analysis R Toolkit ApplicatioN: Spartan"
"10390","spass","1.1","Study Planning and Adaptation of Sample Size"
"10391","spatcounts","1.1","Spatial count regression"
"10392","spate","1.5","Spatio-Temporal Modeling of Large Data Using a Spectral SPDE
Approach"
"10393","SPAtest","2.0.2","Score Test Based on Saddlepoint Approximation"
"10394","spatgraphs","3.2-1","Graph Edge Computations for Spatial Point Patterns"
"10395","spatial","7.3-11","Functions for Kriging and Point Pattern Analysis"
"10396","spatial.gev.bma","1.0","Hierarchical spatial generalized extreme value (GEV) modeling
with Bayesian Model Averaging (BMA)"
"10397","spatial.tools","1.4.8","R functions for working with spatial data."
"10398","SpatialAcc","0.1-2","Spatial Accessibility Measures"
"10399","SpatialBall","0.1.0","Spatial NBA Visualization and Analysis"
"10400","spatialClust","1.1.1","Spatial Clustering using Fuzzy Geographically Weighted
Clustering"
"10401","spatialCovariance","0.6-9","Computation of Spatial Covariance Matrices for Data on
Rectangles"
"10402","spatialEco","1.0-0","Spatial Analysis and Modelling"
"10403","SpatialEpi","1.2.2","Methods and Data for Spatial Epidemiology"
"10404","SpatialEpiApp","0.3","A Shiny Web Application for the Analysis of Spatial and
Spatio-Temporal Disease Data"
"10405","SpatialExtremes","2.0-5","Modelling Spatial Extremes"
"10406","spatialfil","0.15","Application of 2D Convolution Kernel Filters to Matrices or 3D
Arrays"
"10407","SpatialFloor","1.0.3","Spatial Floor Simulation (Isotropic)"
"10408","spatialkernel","0.4-23","Non-Parametric Estimation of Spatial Segregation in a
Multivariate Point Process"
"10409","spatialnbda","1.0","Performs spatial NBDA in a Bayesian context"
"10410","SpatialNP","1.1-2","Multivariate Nonparametric Methods Based on Spatial Signs and
Ranks"
"10411","SpatialPack","0.2-3","Package for analysis of spatial data"
"10412","SpatialPosition","1.2.0","Spatial Position Models"
"10413","spatialprobit","0.9-11","Spatial Probit Models"
"10414","spatialsegregation","2.44","Segregation Measures for Multitype Spatial Point Patterns"
"10415","spatialTailDep","1.0.2","Estimation of spatial tail dependence models"
"10416","SpatialTools","1.0.2","Tools for Spatial Data Analysis"
"10417","SpatialVx","0.6-1","Spatial Forecast Verification"
"10418","spatialwarnings","1.0","Spatial Early Warning Signals of Ecosystem Degradation"
"10419","SpaTimeClus","1.0","Model-Based Clustering of Spatio-Temporal Data"
"10420","SpatioTemporal","1.1.7","Spatio-Temporal Model Estimation"
"10421","SpatMCA","1.0.0.2","Regularized Spatial Maximum Covariance Analysis"
"10422","SpatPCA","1.1.1.2","Regularized Principal Component Analysis for Spatial Data"
"10423","SpATS","1.0-6","Spatial Analysis of Field Trials with Splines"
"10424","spatstat","1.54-0","Spatial Point Pattern Analysis, Model-Fitting, Simulation, Tests"
"10425","spatstat.data","1.2-0","Datasets for 'spatstat'"
"10426","spatstat.local","3.5-6","Extension to 'spatstat' for Local Composite Likelihood"
"10427","spatstat.utils","1.8-0","Utility Functions for 'spatstat'"
"10428","spatsurv","1.1","Bayesian Spatial Survival Analysis with Parametric Proportional
Hazards Models"
